中南世纪花城,120.92128,31.98079,综合医院,崇川区观音山新城世纪新城社区卫生服务站,31.98328,120.91383,1197,18
中南世纪花城,120.92128,31.98079,综合医院,崇川区观音山街道明星社区卫生服务站,31.98484,120.90971,1605,24
中南世纪花城,120.92128,31.98079,综合医院,观音山街道世伦桥社区卫生服务站,31.99449,120.91442,2286,35
中南世纪花城,120.92128,31.98079,综合医院,新开街道星月社区卫生服务站,31.96271,120.91964,2775,42
中南世纪花城,120.92128,31.98079,综合医院,狼山镇街道中南世纪城社区卫生服务站,31.96974,120.90172,3027,46
中南世纪花城,120.92128,31.98079,幼儿园,世纪新城幼儿园,31.98426,120.91544,1069,16
中南世纪花城,120.92128,31.98079,幼儿园,小孙建机,31.970289,120.928543,2073,31
中南世纪花城,120.92128,31.98079,幼儿园,乐美幼儿园,31.992928,120.918556,1705,26
中南世纪花城,120.92128,31.98079,幼儿园,新华侨世濠幼儿园,31.99456,120.91305,2415,37
中南世纪花城,120.92128,31.98079,幼儿园,东方剑桥幼儿园,31.99822,120.91879,2486,38
中南世纪花城,120.92128,31.98079,小学,南通市新区学校,31.98782,120.92047,936,14
中南世纪花城,120.92128,31.98079,小学,陆洪闸小学,31.98369,120.90934,1590,24
中南世纪花城,120.92128,31.98079,小学,南通市韩湘坝小学,31.982679,120.93409,1582,24
中南世纪花城,120.92128,31.98079,小学,南通市八一小学,31.99504,120.93367,2606,39
中南世纪花城,120.92128,31.98079,小学,南通市五山小学校,31.96197,120.89968,4012,61
中南世纪花城,120.92128,31.98079,中学,崇川区新区学校,31.99011,120.92021,1205,18
中南世纪花城,120.92128,31.98079,中学,星火创客空间,31.97775,120.9065,2011,30
中南世纪花城,120.92128,31.98079,中学,南通大学附属中学,31.97781,120.90627,1990,30
中南世纪花城,120.92128,31.98079,中学,南通市八一中学,31.99558,120.93444,3322,50
中南世纪花城,120.92128,31.98079,中学,南通市第一初级中学,31.97316,120.88589,3746,57
中南世纪花城,120.92128,31.98079,农贸市场,中南世纪花城菜市场,31.98182,120.92054,182,3
中南世纪花城,120.92128,31.98079,农贸市场,观音山新城农贸市场,31.981865,120.920445,187,3
中南世纪花城,120.92128,31.98079,农贸市场,世纪新城农贸市场,31.98344,120.9167,799,12
中南世纪花城,120.92128,31.98079,农贸市场,源兴农贸市场,31.95631,120.92107,3209,49
中南世纪花城,120.92128,31.98079,农贸市场,新港花苑菜市场,31.95715,120.91227,3973,60
中南世纪花城,120.92128,31.98079,社区中心,中沙社区公共服务中心,31.981507,120.920658,146,2
中南世纪花城,120.92128,31.98079,社区中心,观音山街道十八湾社区公共服务中心,31.98661,120.9166,1414,21
中南世纪花城,120.92128,31.98079,社区中心,兜兜社区服务站,31.98773,120.91666,1313,20
中南世纪花城,120.92128,31.98079,社区中心,狼山镇陆洪村公共服务中心,31.980089,120.91077,1289,20
中南世纪花城,120.92128,31.98079,社区中心,观音山镇中沙村公共服务中心,31.97894,120.93398,1769,27
中南世纪花城,120.92128,31.98079,福利院养老院,邻里居家养老服务站,31.986544,120.916569,1427,22
中南世纪花城,120.92128,31.98079,福利院养老院,观音山街道十八湾社区居家养老服务站,31.98655,120.91646,1484,22
中南世纪花城,120.92128,31.98079,福利院养老院,南通安体护理院,31.98484,120.90971,1605,24
中南世纪花城,120.92128,31.98079,福利院养老院,观音山老年服务中心,31.99914,120.90929,3169,48
中南世纪花城,120.92128,31.98079,福利院养老院,沣和老年公寓,32.00925,120.92447,3240,49
华强城,120.8621,32.04108,综合医院,崇川区公共卫生服务中心,32.03308,120.86961,1934,29
华强城,120.8621,32.04108,综合医院,港闸区中心医院,32.04284,120.85017,1413,21
华强城,120.8621,32.04108,综合医院,港闸区秦灶街道民安花苑社区卫生服务站,32.04632,120.87465,2145,32
华强城,120.8621,32.04108,综合医院,唐闸镇街道长岸社区卫生服务站,32.05321,120.86512,2006,30
华强城,120.8621,32.04108,综合医院,秦灶街道秦灶新村社区卫生服务站,32.05097,120.87131,2693,41
华强城,120.8621,32.04108,幼儿园,红黄蓝早教,32.04254,120.86113,457,7
华强城,120.8621,32.04108,幼儿园,化强美加幼儿园,32.04227,120.86881,1359,21
华强城,120.8621,32.04108,幼儿园,中威幼儿园,32.032921,120.856499,2008,30
华强城,120.8621,32.04108,幼儿园,南通市天一外国语幼儿园,32.032917,120.856476,2006,30
华强城,120.8621,32.04108,幼儿园,六一外国语幼儿园誉中巴学园,32.0327,120.8564,2053,31
华强城,120.8621,32.04108,小学,南通市北城小学,32.04885,120.86553,1641,25
华强城,120.8621,32.04108,小学,南通市实验小学(北校区),32.0291,120.86067,1811,27
华强城,120.8621,32.04108,小学,南通市十里坊小学,32.04916,120.84728,2375,36
华强城,120.8621,32.04108,小学,十里坊小学西侧路,32.0514,120.84549,2601,39
华强城,120.8621,32.04108,小学,南通市郭里园新村小学,32.02602,120.87447,2963,45
华强城,120.8621,32.04108,中学,南通八中,32.04758,120.85416,1771,27
华强城,120.8621,32.04108,中学,南通市北城中学,32.04807,120.86955,1936,29
华强城,120.8621,32.04108,中学,江苏省南通西藏民族中学,32.04341,120.84978,1486,23
华强城,120.8621,32.04108,中学,南通西藏民族中学行政办公楼,32.043738,120.849518,1552,24
华强城,120.8621,32.04108,中学,江苏省南通西藏民族中学后勤处,32.044934,120.848059,1841,28
华强城,120.8621,32.04108,农贸市场,中国移动(怡园北村菜市场特约代理店),32.04716,120.85183,1571,24
华强城,120.8621,32.04108,农贸市场,中国移动手机连锁卖场怡园菜市场店,32.04825,120.85154,1726,26
华强城,120.8621,32.04108,农贸市场,莉莉食品经营部(怡园菜市场店),32.048187,120.8514,1779,27
华强城,120.8621,32.04108,农贸市场,怡园北村农贸市场,32.04834,120.85152,1736,26
华强城,120.8621,32.04108,农贸市场,菜老包(怡园北村农贸市场店),32.04821,120.85139,1782,27
华强城,120.8621,32.04108,社区中心,第六中心,32.044209,120.861801,703,11
华强城,120.8621,32.04108,社区中心,鸿鸣摩尔1号楼,32.04399,120.85599,911,14
华强城,120.8621,32.04108,社区中心,五洲城市广场-1号楼,32.033203,120.864532,1441,22
华强城,120.8621,32.04108,社区中心,万科壹中心,32.04938,120.86174,1284,19
华强城,120.8621,32.04108,社区中心,五洲城市广场-3幢,32.032425,120.862762,1236,19
华强城,120.8621,32.04108,福利院养老院,南通玥嘉护理院,32.03308,120.86961,1934,29
华强城,120.8621,32.04108,福利院养老院,秦灶街道民安花苑社区居家养老服务站,32.04762,120.87745,2704,41
